subject-id,DSC,ASD,HD95,NSD,model
sub-verse068_vert-23-seg-vert_msk,0.88,0.65,2.0,0.89,TwoDPermuteConcat
sub-verse068_vert-23-seg-vert_msk,0.87,0.65,2.24,0.85,SwinUNETR
sub-verse068_vert-24-seg-vert_msk,0.82,0.74,4.0,0.73,OneDConcat
sub-verse068_vert-24-seg-vert_msk,0.81,0.72,4.12,0.7,MultiScale2DPermuteConcat
sub-verse068_vert-24-seg-vert_msk,0.81,0.86,3.32,0.72,UNETR
sub-verse068_vert-24-seg-vert_msk,0.84,0.72,3.16,0.77,TwoDPermuteConcat
sub-verse068_vert-24-seg-vert_msk,0.85,0.71,2.83,0.81,AttentionUnet
sub-verse068_vert-24-seg-vert_msk,0.82,0.8,3.46,0.73,SwinUNETR
sub-verse068_vert-24-seg-vert_msk,0.83,0.87,3.16,0.75,TLPredictor
sub-verse068_vert-24-seg-vert_msk,0.83,0.81,3.16,0.78,UNet
sub-verse409_split-verse266_vert-10-seg-vert_msk,0.74,1.01,3.46,0.7,UNet
sub-verse409_split-verse266_vert-10-seg-vert_msk,0.79,0.76,4.58,0.79,AttentionUnet
sub-verse409_split-verse266_vert-10-seg-vert_msk,0.75,0.96,3.74,0.76,OneDConcat
sub-verse409_split-verse266_vert-10-seg-vert_msk,0.8,0.77,3.4,0.81,SwinUNETR
sub-verse409_split-verse266_vert-10-seg-vert_msk,0.82,0.63,4.12,0.84,TwoDPermuteConcat
sub-verse409_split-verse266_vert-10-seg-vert_msk,0.69,1.39,4.24,0.63,TLPredictor
sub-verse409_split-verse266_vert-10-seg-vert_msk,0.74,0.97,5.0,0.72,MultiScale2DPermuteConcat
sub-verse409_split-verse266_vert-10-seg-vert_msk,0.75,0.97,3.32,0.76,UNETR
sub-verse409_split-verse266_vert-11-seg-vert_msk,0.69,1.42,3.74,0.67,UNETR
sub-verse409_split-verse266_vert-11-seg-vert_msk,0.69,1.16,3.74,0.62,MultiScale2DPermuteConcat
sub-verse409_split-verse266_vert-11-seg-vert_msk,0.67,1.5,4.24,0.62,AttentionUnet
sub-verse409_split-verse266_vert-11-seg-vert_msk,0.69,1.98,6.71,0.68,SwinUNETR
sub-verse409_split-verse266_vert-11-seg-vert_msk,0.65,1.7,4.36,0.55,TLPredictor
sub-verse409_split-verse266_vert-11-seg-vert_msk,0.79,0.77,3.46,0.79,TwoDPermuteConcat
sub-verse409_split-verse266_vert-11-seg-vert_msk,0.66,1.59,4.47,0.59,UNet
sub-verse409_split-verse266_vert-11-seg-vert_msk,0.73,0.99,4.0,0.67,OneDConcat
sub-verse409_split-verse266_vert-12-seg-vert_msk,0.73,1.12,4.24,0.71,TwoDPermuteConcat
sub-verse409_split-verse266_vert-12-seg-vert_msk,0.7,1.93,7.0,0.71,SwinUNETR
sub-verse409_split-verse266_vert-12-seg-vert_msk,0.66,1.94,5.83,0.63,UNETR
sub-verse409_split-verse266_vert-12-seg-vert_msk,0.65,1.55,4.47,0.59,AttentionUnet
sub-verse409_split-verse266_vert-12-seg-vert_msk,0.7,1.42,4.0,0.65,UNet
sub-verse409_split-verse266_vert-12-seg-vert_msk,0.7,1.27,3.16,0.66,OneDConcat
sub-verse409_split-verse266_vert-12-seg-vert_msk,0.72,1.21,3.74,0.66,MultiScale2DPermuteConcat
sub-verse409_split-verse266_vert-12-seg-vert_msk,0.7,1.59,4.24,0.66,TLPredictor
sub-verse409_split-verse266_vert-13-seg-vert_msk,0.64,2.0,5.39,0.59,UNETR
sub-verse409_split-verse266_vert-13-seg-vert_msk,0.65,1.64,5.66,0.57,TwoDPermuteConcat
sub-verse409_split-verse266_vert-13-seg-vert_msk,0.68,1.61,4.12,0.58,TLPredictor
sub-verse409_split-verse266_vert-13-seg-vert_msk,0.69,1.5,4.42,0.61,MultiScale2DPermuteConcat
sub-verse409_split-verse266_vert-13-seg-vert_msk,0.66,2.11,7.29,0.61,AttentionUnet
sub-verse409_split-verse266_vert-13-seg-vert_msk,0.65,1.6,5.43,0.53,OneDConcat
sub-verse409_split-verse266_vert-13-seg-vert_msk,0.68,1.52,4.9,0.58,UNet
sub-verse409_split-verse266_vert-13-seg-vert_msk,0.71,2.09,7.0,0.68,SwinUNETR
sub-verse409_split-verse266_vert-14-seg-vert_msk,0.69,1.49,9.88,0.61,MultiScale2DPermuteConcat
sub-verse409_split-verse266_vert-14-seg-vert_msk,0.69,1.6,6.4,0.63,TwoDPermuteConcat
sub-verse409_split-verse266_vert-14-seg-vert_msk,0.69,1.59,4.0,0.57,TLPredictor
sub-verse409_split-verse266_vert-14-seg-vert_msk,0.67,1.8,5.39,0.62,UNETR
sub-verse409_split-verse266_vert-14-seg-vert_msk,0.64,2.38,7.81,0.58,AttentionUnet
sub-verse409_split-verse266_vert-14-seg-vert_msk,0.72,1.26,4.53,0.61,UNet
sub-verse409_split-verse266_vert-14-seg-vert_msk,0.68,1.51,4.69,0.57,OneDConcat
sub-verse409_split-verse266_vert-14-seg-vert_msk,0.65,2.16,6.4,0.58,SwinUNETR
sub-verse409_split-verse266_vert-15-seg-vert_msk,0.73,1.43,4.99,0.68,MultiScale2DPermuteConcat
sub-verse409_split-verse266_vert-15-seg-vert_msk,0.66,2.22,7.68,0.61,SwinUNETR
sub-verse409_split-verse266_vert-15-seg-vert_msk,0.68,2.02,6.4,0.61,AttentionUnet
sub-verse409_split-verse266_vert-15-seg-vert_msk,0.68,1.95,6.4,0.63,UNETR
sub-verse409_split-verse266_vert-15-seg-vert_msk,0.73,1.31,4.24,0.63,UNet
sub-verse409_split-verse266_vert-15-seg-vert_msk,0.73,1.29,3.74,0.65,OneDConcat
sub-verse409_split-verse266_vert-15-seg-vert_msk,0.7,1.62,4.58,0.58,TLPredictor
sub-verse409_split-verse266_vert-15-seg-vert_msk,0.72,1.4,5.74,0.64,TwoDPermuteConcat
sub-verse409_split-verse266_vert-16-seg-vert_msk,0.75,1.35,4.47,0.7,AttentionUnet
sub-verse409_split-verse266_vert-16-seg-vert_msk,0.74,1.34,4.24,0.66,OneDConcat
sub-verse409_split-verse266_vert-16-seg-vert_msk,0.73,1.46,5.0,0.6,TLPredictor
sub-verse409_split-verse266_vert-16-seg-vert_msk,0.72,1.52,5.39,0.67,TwoDPermuteConcat
sub-verse409_split-verse266_vert-16-seg-vert_msk,0.79,1.01,4.12,0.71,UNet
sub-verse409_split-verse266_vert-16-seg-vert_msk,0.69,2.15,7.36,0.63,SwinUNETR
sub-verse409_split-verse266_vert-16-seg-vert_msk,0.75,1.21,5.39,0.67,MultiScale2DPermuteConcat
sub-verse409_split-verse266_vert-16-seg-vert_msk,0.74,1.33,4.36,0.7,UNETR
sub-verse409_split-verse266_vert-17-seg-vert_msk,0.68,1.78,6.71,0.57,TwoDPermuteConcat
sub-verse409_split-verse266_vert-17-seg-vert_msk,0.73,1.24,5.0,0.62,UNet
sub-verse409_split-verse266_vert-17-seg-vert_msk,0.68,1.9,6.4,0.57,SwinUNETR
