subject-id,DSC,ASD,HD95,NSD,model
s0502_rib_msk,0.32,1.73,12.15,0.32,OneDConcat
s0502_rib_msk,0.62,0.77,3.0,0.56,MultiScale2DPermuteConcat
s0845_rib_msk,0.27,1.54,13.49,0.32,OneDConcat
s0845_rib_msk,0.22,1.72,5.48,0.33,TLPredictor
s0845_rib_msk,0.57,0.84,3.0,0.59,TwoDPermuteConcat
s0845_rib_msk,0.48,0.97,7.07,0.51,MultiScale2DPermuteConcat
s0845_rib_msk,0.56,0.88,3.61,0.57,UNet
s0845_rib_msk,0.45,1.08,4.12,0.48,UNETR
s0845_rib_msk,0.55,0.69,3.74,0.57,AttentionUnet
s0115_rib_msk,0.51,1.21,9.0,0.43,MultiScale2DPermuteConcat
s0115_rib_msk,0.48,1.28,3.74,0.42,UNet
s0115_rib_msk,0.51,1.11,4.12,0.44,TwoDPermuteConcat
s0115_rib_msk,0.41,1.61,5.1,0.35,UNETR
s0115_rib_msk,0.3,2.0,13.45,0.27,OneDConcat
s0115_rib_msk,0.55,1.0,4.12,0.49,AttentionUnet
s0115_rib_msk,0.27,1.94,7.21,0.25,TLPredictor
s0939_rib_msk,0.64,0.75,5.83,0.57,TwoDPermuteConcat
s0939_rib_msk,0.59,0.86,2.45,0.54,UNet
s0939_rib_msk,0.52,0.96,9.17,0.46,MultiScale2DPermuteConcat
s0939_rib_msk,0.34,1.56,5.92,0.34,TLPredictor
s0939_rib_msk,0.62,0.66,3.0,0.57,AttentionUnet
s0939_rib_msk,0.51,1.12,6.71,0.44,UNETR
s0939_rib_msk,0.3,1.73,16.06,0.32,OneDConcat
s0531_rib_msk,0.46,1.16,3.61,0.51,UNet
s0531_rib_msk,0.56,0.76,6.41,0.57,MultiScale2DPermuteConcat
s0531_rib_msk,0.56,0.71,3.16,0.6,AttentionUnet
s0531_rib_msk,0.29,1.64,5.2,0.36,TLPredictor
s0531_rib_msk,0.44,1.21,5.0,0.47,TwoDPermuteConcat
s0531_rib_msk,0.23,1.98,17.35,0.28,OneDConcat
s0531_rib_msk,0.42,1.22,7.68,0.46,UNETR
s1120_rib_msk,0.43,1.13,7.68,0.43,UNETR
s1120_rib_msk,0.51,0.89,7.07,0.52,MultiScale2DPermuteConcat
s1120_rib_msk,0.6,0.75,2.45,0.61,TwoDPermuteConcat
s1120_rib_msk,0.33,1.52,6.48,0.34,TLPredictor
s1120_rib_msk,0.54,0.88,3.46,0.55,UNet
