subject-id,DSC,ASD,HD95,NSD
s0624_hip_msk,0.89,0.59,2.24,0.61
s0139_hip_msk,0.89,0.60,2.24,0.60
s0232_hip_msk,0.86,0.74,2.45,0.53
s0040_hip_msk,0.89,0.60,2.00,0.60
s0473_hip_msk,0.83,1.00,2.83,0.46
s0607_hip_msk,0.89,0.63,2.24,0.58
s1120_hip_msk,0.76,1.47,4.12,0.36
s0763_hip_msk,0.87,0.71,2.24,0.52
s1349_hip_msk,0.86,0.77,3.00,0.48
s0182_hip_msk,0.87,0.69,2.24,0.55
s1069_hip_msk,0.87,0.70,2.45,0.54
s0370_hip_msk,0.88,0.68,2.24,0.55
s0668_hip_msk,0.86,0.70,2.24,0.52
s0468_hip_msk,0.84,0.92,3.00,0.41
s0250_hip_msk,0.84,0.85,3.00,0.46
s0726_hip_msk,0.84,0.89,2.45,0.46
s1347_hip_msk,0.88,0.68,2.24,0.56
s1044_hip_msk,0.89,0.64,2.45,0.57
s1016_hip_msk,0.85,0.84,3.00,0.44
s0592_hip_msk,0.79,1.03,3.00,0.37
s0091_hip_msk,0.86,0.83,2.83,0.46
s1336_hip_msk,0.88,0.61,2.24,0.59
s0505_hip_msk,0.88,0.73,2.45,0.51
s0483_hip_msk,0.85,0.84,2.83,0.45
s0314_hip_msk,0.86,0.76,2.45,0.50
s0940_hip_msk,0.86,0.77,2.45,0.50
s0928_hip_msk,0.83,0.88,2.83,0.42
s0049_hip_msk,0.83,0.97,3.16,0.43
s0636_hip_msk,0.85,0.74,2.24,0.51
s0728_hip_msk,0.82,0.80,3.61,0.46
s1348_hip_msk,0.88,0.64,2.45,0.55
s0600_hip_msk,0.86,0.79,2.45,0.48
s0163_hip_msk,0.80,1.01,3.46,0.39
s0772_hip_msk,0.86,0.77,2.45,0.50
s0680_hip_msk,0.88,0.67,2.45,0.55
s1008_hip_msk,0.85,0.79,2.24,0.49
s1322_hip_msk,0.88,0.64,2.24,0.58
s0931_hip_msk,0.87,0.68,2.24,0.56
s0774_hip_msk,0.83,0.86,2.24,0.44
s0979_hip_msk,0.89,0.69,2.24,0.56
s0581_hip_msk,0.87,0.65,2.24,0.58
s1373_hip_msk,0.87,0.71,2.24,0.54
