subject-id,DSC,ASD,HD95,NSD,model
s0614_femur_left_msk,0.94,0.83,2.24,0.9,AttentionUnet
s0614_femur_left_msk,0.94,0.86,2.45,0.87,TwoDPermuteConcat
s0614_femur_left_msk,0.92,1.14,3.0,0.76,OneDConcat
s0614_femur_right_msk,0.95,0.78,2.24,0.92,UNet
s0614_femur_right_msk,0.92,1.28,3.0,0.77,TLPredictor
s0614_femur_right_msk,0.94,0.89,2.24,0.89,UNETR
s0614_femur_right_msk,0.94,0.88,2.24,0.9,AttentionUnet
s0614_femur_right_msk,0.94,0.91,2.45,0.87,TwoDPermuteConcat
s0614_femur_right_msk,0.92,1.19,3.0,0.77,OneDConcat
s0614_femur_right_msk,0.94,0.87,2.45,0.86,MultiScale2DPermuteConcat
s0171_femur_left_msk,0.92,1.05,3.32,0.78,TLPredictor
s0171_femur_left_msk,0.94,0.84,2.45,0.88,MultiScale2DPermuteConcat
s0171_femur_left_msk,0.94,0.79,2.83,0.87,UNet
s0171_femur_left_msk,0.94,0.88,3.16,0.85,AttentionUnet
s0171_femur_left_msk,0.93,0.87,3.32,0.81,UNETR
s0171_femur_left_msk,0.94,0.77,2.83,0.87,TwoDPermuteConcat
s0171_femur_left_msk,0.9,1.45,4.24,0.64,OneDConcat
s0171_femur_right_msk,0.93,0.92,3.0,0.84,UNETR
s0171_femur_right_msk,0.93,1.02,3.16,0.82,MultiScale2DPermuteConcat
s0171_femur_right_msk,0.94,1.32,2.45,0.89,UNet
s0171_femur_right_msk,0.94,0.76,2.83,0.87,TwoDPermuteConcat
s0171_femur_right_msk,0.92,1.06,3.0,0.78,OneDConcat
s0171_femur_right_msk,0.94,0.84,2.45,0.86,TLPredictor
s0171_femur_right_msk,0.94,0.85,3.0,0.86,AttentionUnet
s0519_femur_left_msk,0.94,0.95,2.83,0.84,UNETR
s0519_femur_left_msk,0.92,1.16,3.32,0.74,OneDConcat
s0519_femur_left_msk,0.95,0.84,2.24,0.88,MultiScale2DPermuteConcat
s0519_femur_left_msk,0.94,0.84,2.45,0.88,TLPredictor
s0519_femur_left_msk,0.95,0.7,2.24,0.92,TwoDPermuteConcat
s0519_femur_left_msk,0.95,0.79,2.45,0.89,AttentionUnet
s0519_femur_left_msk,0.94,0.84,2.45,0.87,UNet
s0519_femur_right_msk,0.95,0.68,2.0,0.92,TwoDPermuteConcat
s0519_femur_right_msk,0.96,0.67,2.0,0.93,AttentionUnet
s0519_femur_right_msk,0.95,0.71,2.24,0.93,UNet
s0519_femur_right_msk,0.9,1.49,4.24,0.62,OneDConcat
s0519_femur_right_msk,0.95,0.72,2.0,0.91,MultiScale2DPermuteConcat
s0519_femur_right_msk,0.95,0.74,2.24,0.9,UNETR
s0519_femur_right_msk,0.92,1.19,4.0,0.74,TLPredictor
s0992_femur_left_msk,0.96,0.55,1.73,0.96,AttentionUnet
s0992_femur_left_msk,0.93,0.85,2.45,0.84,OneDConcat
s0992_femur_left_msk,0.95,0.6,2.0,0.95,UNet
s0992_femur_left_msk,0.94,0.85,2.24,0.9,TLPredictor
s0992_femur_left_msk,0.95,0.65,2.24,0.92,TwoDPermuteConcat
s0992_femur_left_msk,0.96,0.58,2.0,0.95,MultiScale2DPermuteConcat
s0992_femur_left_msk,0.95,0.61,2.0,0.94,UNETR
s0992_femur_right_msk,0.96,0.54,1.73,0.96,UNet
s0992_femur_right_msk,0.95,0.65,2.0,0.93,MultiScale2DPermuteConcat
s0992_femur_right_msk,0.93,0.99,3.0,0.86,TLPredictor
s0992_femur_right_msk,0.95,0.64,2.0,0.94,TwoDPermuteConcat
s0992_femur_right_msk,0.93,0.95,3.0,0.79,OneDConcat
s0992_femur_right_msk,0.96,0.61,2.0,0.94,AttentionUnet
s0992_femur_right_msk,0.94,0.76,2.83,0.89,UNETR
s1099_femur_left_msk,0.93,0.88,2.83,0.86,UNETR
s1099_femur_left_msk,0.9,1.31,3.16,0.71,OneDConcat
s1099_femur_left_msk,0.95,0.63,2.24,0.93,TwoDPermuteConcat
s1099_femur_left_msk,0.92,1.11,3.0,0.8,MultiScale2DPermuteConcat
s1099_femur_left_msk,0.94,0.81,2.24,0.9,UNet
s1099_femur_left_msk,0.91,1.23,3.0,0.75,TLPredictor
s1099_femur_left_msk,0.94,0.74,2.24,0.92,AttentionUnet
s1099_femur_right_msk,0.95,0.61,2.0,0.95,TwoDPermuteConcat
s1099_femur_right_msk,0.94,0.81,2.24,0.89,MultiScale2DPermuteConcat
s1099_femur_right_msk,0.9,1.37,3.61,0.67,OneDConcat
s1099_femur_right_msk,0.94,0.7,2.24,0.9,UNet
s1099_femur_right_msk,0.92,1.03,2.83,0.82,TLPredictor
s1099_femur_right_msk,0.95,0.59,2.0,0.95,AttentionUnet
s1099_femur_right_msk,0.93,0.81,2.83,0.86,UNETR
s0667_femur_left_msk,0.95,1.13,2.24,0.88,MultiScale2DPermuteConcat
s0667_femur_left_msk,0.96,0.68,2.24,0.91,AttentionUnet
s0667_femur_left_msk,0.93,1.05,3.61,0.76,TLPredictor
s0667_femur_left_msk,0.94,0.85,3.0,0.83,UNet
s0667_femur_left_msk,0.93,1.02,3.0,0.78,OneDConcat
s0667_femur_left_msk,0.93,1.12,4.12,0.73,UNETR
s0667_femur_left_msk,0.94,0.97,3.74,0.8,TwoDPermuteConcat
s0667_femur_right_msk,0.93,1.14,4.0,0.82,UNETR
s0667_femur_right_msk,0.94,0.98,3.16,0.81,TwoDPermuteConcat
s0667_femur_right_msk,0.94,0.97,3.0,0.83,TLPredictor
s0667_femur_right_msk,0.95,0.81,2.45,0.87,MultiScale2DPermuteConcat
s0667_femur_right_msk,0.95,0.84,2.83,0.87,AttentionUnet
s0667_femur_right_msk,0.94,0.99,3.0,0.79,OneDConcat
s0667_femur_right_msk,0.95,0.81,2.83,0.87,UNet
s1228_femur_left_msk,0.94,0.84,2.45,0.87,UNet
s1228_femur_left_msk,0.89,1.49,4.47,0.68,TLPredictor
s1228_femur_left_msk,0.93,0.92,2.83,0.86,UNETR
s1228_femur_left_msk,0.93,0.98,3.0,0.83,TwoDPermuteConcat
s1228_femur_left_msk,0.92,1.01,3.32,0.79,OneDConcat
s1228_femur_left_msk,0.93,0.92,2.83,0.85,MultiScale2DPermuteConcat
s1228_femur_left_msk,0.93,1.0,3.0,0.82,AttentionUnet
s1228_femur_right_msk,0.94,0.78,2.45,0.9,UNet
s1228_femur_right_msk,0.91,1.31,3.61,0.74,OneDConcat
s1228_femur_right_msk,0.92,1.04,3.0,0.81,AttentionUnet
s1228_femur_right_msk,0.92,0.98,2.83,0.83,UNETR
s1228_femur_right_msk,0.93,0.91,2.83,0.85,MultiScale2DPermuteConcat
s1228_femur_right_msk,0.93,0.9,2.83,0.86,TwoDPermuteConcat
s1228_femur_right_msk,0.92,1.05,3.0,0.8,TLPredictor
s0702_femur_left_msk,0.95,0.78,2.45,0.88,TwoDPermuteConcat
s0702_femur_left_msk,0.93,1.16,3.46,0.77,OneDConcat
s0702_femur_left_msk,0.95,0.79,2.83,0.89,AttentionUnet
s0702_femur_left_msk,0.93,0.98,3.61,0.8,UNETR
s0702_femur_left_msk,0.94,1.02,3.16,0.82,TLPredictor
s0702_femur_left_msk,0.92,1.24,3.32,0.73,MultiScale2DPermuteConcat
s0702_femur_left_msk,0.95,0.84,3.0,0.86,UNet
s0702_femur_right_msk,0.92,1.32,4.12,0.69,TLPredictor
s0702_femur_right_msk,0.92,1.29,3.74,0.7,OneDConcat
s0702_femur_right_msk,0.96,0.69,2.24,0.91,TwoDPermuteConcat
s0702_femur_right_msk,0.94,0.94,2.83,0.83,MultiScale2DPermuteConcat
s0702_femur_right_msk,0.95,0.78,2.45,0.89,UNet
s0702_femur_right_msk,0.93,1.1,4.12,0.78,UNETR
s0702_femur_right_msk,0.96,0.69,2.24,0.93,AttentionUnet
s0339_femur_left_msk,0.93,0.9,2.83,0.84,UNETR
s0339_femur_left_msk,0.94,0.83,2.45,0.86,MultiScale2DPermuteConcat
s0339_femur_left_msk,0.94,0.77,2.45,0.88,AttentionUnet
s0339_femur_left_msk,0.92,1.01,3.0,0.83,TLPredictor
s0339_femur_left_msk,0.92,0.96,3.0,0.8,OneDConcat
s0339_femur_left_msk,0.94,0.7,2.24,0.92,TwoDPermuteConcat
s0339_femur_left_msk,0.94,0.73,2.24,0.91,UNet
s0339_femur_right_msk,0.95,0.69,2.24,0.92,TwoDPermuteConcat
s0339_femur_right_msk,0.94,0.77,2.45,0.9,AttentionUnet
s0339_femur_right_msk,0.9,1.37,4.12,0.73,OneDConcat
s0339_femur_right_msk,0.93,0.83,2.45,0.87,UNETR
s0339_femur_right_msk,0.94,0.77,2.45,0.89,UNet
s0339_femur_right_msk,0.92,1.05,3.0,0.8,TLPredictor
s0339_femur_right_msk,0.94,0.84,2.24,0.88,MultiScale2DPermuteConcat
s1085_femur_left_msk,0.92,1.3,3.74,0.69,OneDConcat
s1085_femur_left_msk,0.94,0.9,3.16,0.8,UNet
s1085_femur_left_msk,0.94,0.96,3.0,0.79,MultiScale2DPermuteConcat
s1085_femur_left_msk,0.95,0.82,2.83,0.86,AttentionUnet
s1085_femur_left_msk,0.94,0.86,3.0,0.82,TwoDPermuteConcat
s1085_femur_left_msk,0.93,1.17,3.46,0.76,TLPredictor
s1085_femur_left_msk,0.93,1.06,3.61,0.77,UNETR
s1085_femur_right_msk,0.95,0.81,2.83,0.88,UNet
s1085_femur_right_msk,0.94,0.86,2.83,0.86,UNETR
s1085_femur_right_msk,0.94,0.94,2.83,0.86,TLPredictor
s1085_femur_right_msk,0.95,0.83,2.83,0.89,TwoDPermuteConcat
s1085_femur_right_msk,0.95,0.82,2.24,0.87,MultiScale2DPermuteConcat
s1085_femur_right_msk,0.95,0.86,2.83,0.87,AttentionUnet
s1085_femur_right_msk,0.92,1.29,3.61,0.72,OneDConcat
s1057_femur_left_msk,0.86,1.88,7.21,0.55,TLPredictor
s1057_femur_left_msk,0.89,1.38,5.66,0.67,UNETR
s1057_femur_left_msk,0.9,1.86,4.24,0.67,MultiScale2DPermuteConcat
s1057_femur_left_msk,0.9,1.37,5.39,0.65,TwoDPermuteConcat
s1057_femur_left_msk,0.89,2.18,5.48,0.65,AttentionUnet
s1057_femur_left_msk,0.85,2.33,7.0,0.52,OneDConcat
s1057_femur_left_msk,0.89,1.39,5.1,0.63,UNet
s1057_femur_right_msk,0.92,1.14,3.16,0.74,UNETR
s1057_femur_right_msk,0.91,1.26,3.74,0.73,MultiScale2DPermuteConcat
s1057_femur_right_msk,0.93,0.9,3.0,0.82,UNet
s1057_femur_right_msk,0.9,1.51,4.0,0.64,TLPredictor
s1057_femur_right_msk,0.89,1.71,4.47,0.61,OneDConcat
s1057_femur_right_msk,0.93,0.96,3.0,0.82,AttentionUnet
s1057_femur_right_msk,0.92,1.05,3.16,0.76,TwoDPermuteConcat
s0635_femur_left_msk,0.93,1.01,3.0,0.81,MultiScale2DPermuteConcat
s0635_femur_left_msk,0.93,1.0,3.16,0.8,TLPredictor
s0635_femur_left_msk,0.96,0.6,1.73,0.96,UNet
s0635_femur_left_msk,0.94,0.86,2.45,0.86,TwoDPermuteConcat
s0635_femur_left_msk,0.91,1.21,3.74,0.72,OneDConcat
s0635_femur_left_msk,0.95,0.67,2.24,0.93,AttentionUnet
s0635_femur_left_msk,0.93,0.91,2.83,0.85,UNETR
s0635_femur_right_msk,0.93,0.99,3.0,0.8,OneDConcat
s0635_femur_right_msk,0.95,0.69,2.24,0.92,AttentionUnet
s0635_femur_right_msk,0.96,0.59,2.0,0.95,MultiScale2DPermuteConcat
s0635_femur_right_msk,0.94,0.88,2.24,0.88,TLPredictor
s0635_femur_right_msk,0.95,0.62,2.0,0.94,UNet
s0635_femur_right_msk,0.95,0.69,2.24,0.91,UNETR
s0635_femur_right_msk,0.95,0.64,2.0,0.93,TwoDPermuteConcat
s0950_femur_left_msk,0.91,1.29,4.12,0.66,OneDConcat
s0950_femur_left_msk,0.93,0.78,3.46,0.84,UNet
s0950_femur_left_msk,0.92,1.07,3.32,0.75,TLPredictor
s0950_femur_left_msk,0.94,0.78,3.46,0.84,TwoDPermuteConcat
s0950_femur_left_msk,0.94,0.72,3.16,0.86,AttentionUnet
s0950_femur_left_msk,0.94,0.8,3.61,0.82,MultiScale2DPermuteConcat
s0950_femur_left_msk,0.93,0.84,3.16,0.82,UNETR
s0950_femur_right_msk,0.94,0.77,3.0,0.85,UNETR
s0950_femur_right_msk,0.93,0.81,3.16,0.83,UNet
s0950_femur_right_msk,0.92,0.94,3.61,0.81,TwoDPermuteConcat
s0950_femur_right_msk,0.94,0.68,3.0,0.87,AttentionUnet
s0950_femur_right_msk,0.93,0.91,3.61,0.79,TLPredictor
s0950_femur_right_msk,0.92,1.04,3.74,0.73,OneDConcat
s0950_femur_right_msk,0.94,0.78,3.32,0.83,MultiScale2DPermuteConcat
s0682_femur_left_msk,0.93,1.13,3.32,0.76,TLPredictor
s0682_femur_left_msk,0.94,0.96,2.83,0.84,TwoDPermuteConcat
s0682_femur_left_msk,0.95,0.74,2.24,0.92,AttentionUnet
s0682_femur_left_msk,0.95,0.86,2.45,0.89,UNet
s0682_femur_left_msk,0.9,1.57,4.47,0.64,OneDConcat
s0682_femur_left_msk,0.94,0.91,2.45,0.85,MultiScale2DPermuteConcat
s0682_femur_left_msk,0.94,0.92,2.83,0.85,UNETR
s0682_femur_right_msk,0.93,1.0,3.16,0.8,TLPredictor
s0682_femur_right_msk,0.94,0.92,3.0,0.85,TwoDPermuteConcat
s0682_femur_right_msk,0.94,0.96,3.16,0.85,AttentionUnet
s0682_femur_right_msk,0.95,0.74,2.45,0.9,UNet
s0682_femur_right_msk,0.95,0.83,2.24,0.87,MultiScale2DPermuteConcat
s0682_femur_right_msk,0.93,1.02,3.0,0.81,UNETR
s0682_femur_right_msk,0.94,1.01,3.0,0.8,OneDConcat
s0680_femur_left_msk,0.96,0.71,2.0,0.93,AttentionUnet
s0680_femur_left_msk,0.95,0.82,2.45,0.88,TwoDPermuteConcat
s0680_femur_left_msk,0.93,1.17,3.61,0.75,OneDConcat
s0680_femur_left_msk,0.96,0.71,2.24,0.93,UNet
s0680_femur_left_msk,0.94,0.86,2.83,0.85,TLPredictor
s0680_femur_left_msk,0.95,0.76,2.24,0.89,MultiScale2DPermuteConcat
s0680_femur_left_msk,0.94,0.89,3.0,0.86,UNETR
s0680_femur_right_msk,0.94,0.91,2.83,0.84,TLPredictor
s0680_femur_right_msk,0.96,0.63,2.24,0.93,UNet
s0680_femur_right_msk,0.96,0.65,2.24,0.93,AttentionUnet
s0680_femur_right_msk,0.95,0.82,2.24,0.88,MultiScale2DPermuteConcat
s0680_femur_right_msk,0.95,0.76,2.24,0.91,TwoDPermuteConcat
s0680_femur_right_msk,0.95,0.76,2.24,0.9,UNETR
s0680_femur_right_msk,0.92,1.22,3.61,0.72,OneDConcat
s0104_femur_left_msk,0.9,1.3,4.0,0.72,TLPredictor
s0104_femur_left_msk,0.94,0.78,2.45,0.89,UNet
s0104_femur_left_msk,0.92,1.0,3.0,0.82,UNETR
s0104_femur_left_msk,0.89,1.54,5.1,0.68,MultiScale2DPermuteConcat
s0104_femur_left_msk,0.85,2.28,7.14,0.56,OneDConcat
s0104_femur_left_msk,0.93,0.85,2.83,0.86,TwoDPermuteConcat
s0104_femur_left_msk,0.93,0.95,3.0,0.83,AttentionUnet
s0104_femur_right_msk,0.86,2.0,6.32,0.57,MultiScale2DPermuteConcat
s0104_femur_right_msk,0.88,1.53,4.36,0.65,TLPredictor
s0104_femur_right_msk,0.92,1.06,3.46,0.78,AttentionUnet
s0104_femur_right_msk,0.93,0.9,3.46,0.82,UNet
s0104_femur_right_msk,0.93,0.86,2.83,0.85,TwoDPermuteConcat
s0104_femur_right_msk,0.86,2.26,8.25,0.6,OneDConcat
s0104_femur_right_msk,0.91,1.21,3.74,0.77,UNETR
s0015_femur_left_msk,0.96,0.77,2.24,0.93,AttentionUnet
s0015_femur_left_msk,0.96,0.61,2.0,0.96,TwoDPermuteConcat
s0015_femur_left_msk,0.95,0.77,2.24,0.91,UNETR
s0015_femur_left_msk,0.95,0.81,2.24,0.91,MultiScale2DPermuteConcat
s0015_femur_left_msk,0.94,0.97,3.0,0.8,OneDConcat
s0015_femur_left_msk,0.95,0.77,2.24,0.91,TLPredictor
s0015_femur_left_msk,0.96,0.69,2.24,0.93,UNet
s0015_femur_right_msk,0.95,0.79,2.45,0.88,TLPredictor
s0015_femur_right_msk,0.93,0.97,3.0,0.8,OneDConcat
s0015_femur_right_msk,0.94,0.9,2.45,0.86,MultiScale2DPermuteConcat
s0015_femur_right_msk,0.95,0.7,2.24,0.93,UNet
s0015_femur_right_msk,0.95,0.73,2.24,0.91,AttentionUnet
s0015_femur_right_msk,0.96,0.58,2.0,0.95,TwoDPermuteConcat
s0015_femur_right_msk,0.95,0.77,2.24,0.9,UNETR
s0937_femur_left_msk,0.47,8.28,24.68,0.22,TLPredictor
s0937_femur_left_msk,0.79,2.67,12.21,0.51,TwoDPermuteConcat
s0937_femur_left_msk,0.84,1.92,14.56,0.61,AttentionUnet
s0937_femur_left_msk,0.64,6.45,19.9,0.22,OneDConcat
s0937_femur_left_msk,0.74,3.74,15.1,0.33,MultiScale2DPermuteConcat
s0937_femur_left_msk,0.81,2.15,13.15,0.57,UNet
s0937_femur_left_msk,0.85,2.62,13.0,0.61,UNETR
s0937_femur_right_msk,0.77,4.21,14.49,0.43,TLPredictor
s0937_femur_right_msk,0.87,1.95,8.12,0.65,UNETR
s0937_femur_right_msk,0.92,1.01,5.46,0.72,UNet
s0937_femur_right_msk,0.8,2.38,19.0,0.3,OneDConcat
s0937_femur_right_msk,0.92,1.34,5.0,0.75,TwoDPermuteConcat
s0937_femur_right_msk,0.86,2.09,7.28,0.52,MultiScale2DPermuteConcat
s0937_femur_right_msk,0.93,0.8,5.1,0.8,AttentionUnet
s0053_femur_left_msk,0.9,1.7,4.58,0.62,OneDConcat
s0053_femur_left_msk,0.95,0.83,2.45,0.88,AttentionUnet
s0053_femur_left_msk,0.94,1.13,3.0,0.82,UNETR
s0053_femur_left_msk,0.94,0.96,2.83,0.83,TwoDPermuteConcat
s0053_femur_left_msk,0.93,1.1,3.0,0.8,TLPredictor
s0053_femur_left_msk,0.95,0.81,2.45,0.89,UNet
s0053_femur_left_msk,0.95,0.82,2.24,0.88,MultiScale2DPermuteConcat
s0053_femur_right_msk,0.93,1.01,3.0,0.81,UNet
s0053_femur_right_msk,0.92,1.2,4.12,0.76,AttentionUnet
s0053_femur_right_msk,0.92,1.2,3.74,0.76,UNETR
s0053_femur_right_msk,0.9,1.61,4.69,0.66,TLPredictor
s0053_femur_right_msk,0.94,0.94,3.46,0.8,TwoDPermuteConcat
s0053_femur_right_msk,0.86,2.31,5.48,0.48,OneDConcat
s0053_femur_right_msk,0.94,0.96,3.0,0.84,MultiScale2DPermuteConcat
s1383_femur_left_msk,0.95,0.71,2.24,0.9,TwoDPermuteConcat
s1383_femur_left_msk,0.96,0.66,2.24,0.92,UNet
s1383_femur_left_msk,0.96,0.66,2.24,0.92,UNETR
s1383_femur_left_msk,0.92,1.22,3.61,0.71,OneDConcat
s1383_femur_left_msk,0.96,0.61,2.0,0.93,MultiScale2DPermuteConcat
s1383_femur_left_msk,0.95,0.82,2.45,0.88,TLPredictor
s1383_femur_left_msk,0.96,0.59,2.0,0.95,AttentionUnet
s1383_femur_right_msk,0.96,0.62,2.0,0.93,MultiScale2DPermuteConcat
s1383_femur_right_msk,0.95,0.68,2.24,0.91,TwoDPermuteConcat
s1383_femur_right_msk,0.95,0.78,2.45,0.87,UNETR
s1383_femur_right_msk,0.96,0.68,2.24,0.92,UNet
s1383_femur_right_msk,0.95,0.82,2.83,0.86,TLPredictor
s1383_femur_right_msk,0.93,1.06,3.0,0.78,OneDConcat
s1383_femur_right_msk,0.96,0.68,2.24,0.92,AttentionUnet
s1111_femur_left_msk,0.95,0.78,2.45,0.88,UNet
s1111_femur_left_msk,0.93,0.99,3.32,0.81,UNETR
s1111_femur_left_msk,0.94,0.85,2.83,0.85,TwoDPermuteConcat
s1111_femur_left_msk,0.95,0.86,2.83,0.85,MultiScale2DPermuteConcat
s1111_femur_left_msk,0.93,1.03,3.16,0.76,OneDConcat
s1111_femur_left_msk,0.94,0.92,3.0,0.83,TLPredictor
s1111_femur_left_msk,0.95,0.68,2.24,0.92,AttentionUnet
s1111_femur_right_msk,0.95,0.82,2.83,0.87,AttentionUnet
s1111_femur_right_msk,0.94,0.87,2.83,0.85,TwoDPermuteConcat
s1111_femur_right_msk,0.92,1.22,3.61,0.75,TLPredictor
s1111_femur_right_msk,0.94,0.93,3.0,0.83,UNet
s1111_femur_right_msk,0.94,1.02,3.0,0.82,MultiScale2DPermuteConcat
s1111_femur_right_msk,0.92,1.19,3.46,0.72,OneDConcat
s1111_femur_right_msk,0.91,1.4,4.12,0.67,UNETR
s0192_femur_left_msk,0.95,0.68,2.24,0.93,AttentionUnet
s0192_femur_left_msk,0.92,1.05,3.0,0.76,OneDConcat
s0192_femur_left_msk,0.94,0.74,2.24,0.89,UNETR
s0192_femur_left_msk,0.93,0.92,2.83,0.85,TLPredictor
s0192_femur_left_msk,0.95,0.68,2.0,0.92,MultiScale2DPermuteConcat
s0192_femur_left_msk,0.96,0.59,1.73,0.96,UNet
s0192_femur_left_msk,0.94,0.79,2.83,0.87,TwoDPermuteConcat
s0192_femur_right_msk,0.95,0.62,2.0,0.95,UNet
s0192_femur_right_msk,0.93,0.97,3.0,0.8,OneDConcat
s0192_femur_right_msk,0.94,0.78,2.24,0.89,MultiScale2DPermuteConcat
s0192_femur_right_msk,0.95,1.38,2.24,0.92,TwoDPermuteConcat
s0192_femur_right_msk,0.95,0.66,2.0,0.93,AttentionUnet
s0192_femur_right_msk,0.92,1.14,3.16,0.78,TLPredictor
s0192_femur_right_msk,0.95,0.7,2.0,0.92,UNETR
s0016_femur_left_msk,0.95,0.76,2.24,0.88,UNETR
s0016_femur_left_msk,0.95,0.7,2.24,0.91,UNet
s0016_femur_left_msk,0.95,0.79,2.24,0.91,TLPredictor
s0016_femur_left_msk,0.95,0.82,2.83,0.85,TwoDPermuteConcat
s0016_femur_left_msk,0.96,0.65,2.0,0.94,AttentionUnet
s0016_femur_left_msk,0.92,1.24,3.32,0.73,OneDConcat
s0016_femur_left_msk,0.95,0.75,2.24,0.89,MultiScale2DPermuteConcat
s0016_femur_right_msk,0.95,0.68,2.24,0.92,TwoDPermuteConcat
s0016_femur_right_msk,0.96,0.57,2.0,0.95,AttentionUnet
s0016_femur_right_msk,0.9,1.47,4.12,0.63,OneDConcat
s0016_femur_right_msk,0.95,0.71,2.24,0.93,TLPredictor
s0016_femur_right_msk,0.95,0.75,2.24,0.89,UNETR
s0016_femur_right_msk,0.96,0.58,2.0,0.95,UNet
s0016_femur_right_msk,0.95,0.72,2.24,0.89,MultiScale2DPermuteConcat
s0664_femur_left_msk,0.93,0.97,2.83,0.84,AttentionUnet
s0664_femur_left_msk,0.92,1.15,3.0,0.78,MultiScale2DPermuteConcat
s0664_femur_left_msk,0.86,2.04,5.39,0.55,TLPredictor
s0664_femur_left_msk,0.92,1.11,3.16,0.81,UNETR
s0664_femur_left_msk,0.93,1.0,2.83,0.84,UNet
s0664_femur_left_msk,0.93,1.0,3.0,0.84,TwoDPermuteConcat
s0664_femur_left_msk,0.88,1.74,4.9,0.58,OneDConcat
s0664_femur_right_msk,0.93,1.01,3.0,0.84,TLPredictor
s0664_femur_right_msk,0.95,0.77,2.24,0.89,MultiScale2DPermuteConcat
s0664_femur_right_msk,0.95,0.77,2.45,0.9,UNet
s0664_femur_right_msk,0.95,0.75,2.24,0.91,UNETR
s0664_femur_right_msk,0.95,0.7,2.24,0.91,AttentionUnet
s0664_femur_right_msk,0.96,0.57,2.0,0.95,TwoDPermuteConcat
s0664_femur_right_msk,0.95,0.79,2.24,0.89,OneDConcat
s1347_femur_left_msk,0.94,0.9,2.83,0.84,OneDConcat
s1347_femur_left_msk,0.95,0.78,2.24,0.9,MultiScale2DPermuteConcat
s1347_femur_left_msk,0.94,1.03,2.45,0.87,UNETR
s1347_femur_left_msk,0.95,0.78,2.24,0.91,TLPredictor
s1347_femur_left_msk,0.96,0.67,2.0,0.94,UNet
s1347_femur_left_msk,0.96,0.63,2.0,0.94,AttentionUnet
s1347_femur_left_msk,0.95,0.73,2.24,0.93,TwoDPermuteConcat
s1347_femur_right_msk,0.94,0.93,3.0,0.85,TLPredictor
s1347_femur_right_msk,0.95,0.69,2.24,0.94,UNet
s1347_femur_right_msk,0.94,0.86,2.45,0.88,UNETR
s1347_femur_right_msk,0.95,0.81,2.24,0.88,MultiScale2DPermuteConcat
s1347_femur_right_msk,0.96,0.64,2.24,0.93,AttentionUnet
s1347_femur_right_msk,0.94,0.96,2.83,0.84,OneDConcat
s1347_femur_right_msk,0.95,0.8,2.24,0.9,TwoDPermuteConcat
s1045_femur_left_msk,0.96,0.64,1.73,0.96,AttentionUnet
s1045_femur_left_msk,0.95,0.75,2.24,0.91,MultiScale2DPermuteConcat
s1045_femur_left_msk,0.95,0.84,2.83,0.88,TwoDPermuteConcat
s1045_femur_left_msk,0.95,0.78,2.24,0.91,UNETR
s1045_femur_left_msk,0.93,1.2,3.0,0.77,OneDConcat
s1045_femur_left_msk,0.94,1.01,2.83,0.84,TLPredictor
s1045_femur_left_msk,0.96,0.68,2.0,0.94,UNet
s1045_femur_right_msk,0.95,0.73,2.0,0.94,TwoDPermuteConcat
s1045_femur_right_msk,0.95,0.79,2.24,0.9,UNETR
s1045_femur_right_msk,0.96,0.66,2.0,0.93,MultiScale2DPermuteConcat
s1045_femur_right_msk,0.95,0.74,2.24,0.93,UNet
s1045_femur_right_msk,0.94,0.96,2.45,0.88,TLPredictor
s1045_femur_right_msk,0.95,0.76,2.24,0.91,AttentionUnet
s1045_femur_right_msk,0.94,0.99,2.83,0.85,OneDConcat
s0120_femur_left_msk,0.94,0.96,3.0,0.83,AttentionUnet
s0120_femur_left_msk,0.94,0.91,3.16,0.85,TwoDPermuteConcat
s0120_femur_left_msk,0.94,0.85,3.0,0.86,UNet
s0120_femur_left_msk,0.95,0.83,2.45,0.88,UNETR
s0120_femur_left_msk,0.92,1.24,3.16,0.75,MultiScale2DPermuteConcat
s0120_femur_left_msk,0.87,2.03,6.0,0.52,TLPredictor
s0120_femur_left_msk,0.88,1.98,5.39,0.54,OneDConcat
s0120_femur_right_msk,0.94,1.03,2.83,0.84,TLPredictor
s0120_femur_right_msk,0.95,0.87,2.24,0.9,TwoDPermuteConcat
s0120_femur_right_msk,0.95,0.82,2.24,0.9,MultiScale2DPermuteConcat
s0120_femur_right_msk,0.94,1.0,2.83,0.83,OneDConcat
s0120_femur_right_msk,0.94,0.96,2.45,0.87,AttentionUnet
s0120_femur_right_msk,0.95,0.84,2.24,0.9,UNETR
s0120_femur_right_msk,0.95,0.78,2.0,0.93,UNet
s0143_femur_left_msk,0.95,0.71,2.24,0.9,UNet
s0143_femur_left_msk,0.93,1.2,3.0,0.77,TLPredictor
s0143_femur_left_msk,0.95,0.72,2.24,0.91,MultiScale2DPermuteConcat
s0143_femur_left_msk,0.96,0.66,2.24,0.93,AttentionUnet
s0143_femur_left_msk,0.95,0.77,2.45,0.88,TwoDPermuteConcat
s0143_femur_left_msk,0.93,1.1,3.0,0.79,OneDConcat
s0143_femur_left_msk,0.94,0.85,2.83,0.87,UNETR
s0143_femur_right_msk,0.94,0.8,2.45,0.89,UNet
s0143_femur_right_msk,0.92,1.24,3.32,0.73,OneDConcat
s0143_femur_right_msk,0.95,0.73,2.24,0.91,AttentionUnet
s0143_femur_right_msk,0.95,0.73,2.24,0.9,TwoDPermuteConcat
