subject-id,DSC,ASD,HD95,NSD,model
s0924_hip_msk,0.83,0.93,2.83,0.46,TwoDPermuteConcat
s0924_hip_msk,0.79,1.07,3.74,0.36,TLPredictor
s0746_hip_msk,0.84,0.86,2.83,0.46,OneDConcat
s0746_hip_msk,0.87,0.64,2.24,0.59,AttentionUnet
s0746_hip_msk,0.86,0.77,2.83,0.52,UNet
s0746_hip_msk,0.87,0.67,2.24,0.58,SwinUNETR
s0746_hip_msk,0.86,0.72,2.83,0.53,UNETR
s0746_hip_msk,0.86,0.73,2.24,0.53,MultiScale2DPermuteConcat
s0746_hip_msk,0.88,0.68,2.24,0.56,TwoDPermuteConcat
s0746_hip_msk,0.84,0.87,3.16,0.46,TLPredictor
s0593_hip_msk,0.81,0.93,3.0,0.41,OneDConcat
s0593_hip_msk,0.83,1.17,2.83,0.45,UNETR
s0593_hip_msk,0.88,0.64,2.24,0.6,MultiScale2DPermuteConcat
s0593_hip_msk,0.83,0.91,3.0,0.45,TLPredictor
s0593_hip_msk,0.88,0.61,2.0,0.6,TwoDPermuteConcat
s0593_hip_msk,0.85,0.78,2.45,0.48,UNet
s0593_hip_msk,0.87,0.63,2.0,0.59,AttentionUnet
s0593_hip_msk,0.88,0.62,2.0,0.61,SwinUNETR
s0687_hip_msk,0.86,0.72,2.24,0.55,SwinUNETR
s0687_hip_msk,0.82,0.88,3.16,0.44,UNETR
s0687_hip_msk,0.76,1.19,4.0,0.36,OneDConcat
s0687_hip_msk,0.83,0.89,3.0,0.48,MultiScale2DPermuteConcat
s0687_hip_msk,0.87,0.68,2.24,0.57,TwoDPermuteConcat
s0687_hip_msk,0.84,0.85,3.0,0.47,UNet
s0687_hip_msk,0.83,0.8,2.83,0.5,AttentionUnet
s0687_hip_msk,0.79,1.09,3.74,0.39,TLPredictor
s0869_hip_msk,0.88,0.73,2.24,0.52,TwoDPermuteConcat
s0869_hip_msk,0.87,0.77,2.24,0.52,SwinUNETR
s0869_hip_msk,0.84,0.93,3.0,0.43,UNETR
s0869_hip_msk,0.86,0.8,2.45,0.5,MultiScale2DPermuteConcat
s0869_hip_msk,0.8,1.15,3.74,0.33,OneDConcat
s0869_hip_msk,0.87,0.75,2.24,0.52,AttentionUnet
s0869_hip_msk,0.87,0.79,2.83,0.5,UNet
s0869_hip_msk,0.82,1.03,3.46,0.39,TLPredictor
s0029_hip_msk,0.84,0.87,3.0,0.45,MultiScale2DPermuteConcat
s0029_hip_msk,0.73,1.4,4.12,0.25,TLPredictor
s0029_hip_msk,0.81,0.92,3.0,0.43,AttentionUnet
s0029_hip_msk,0.84,0.89,3.0,0.47,SwinUNETR
s0029_hip_msk,0.75,1.39,4.58,0.31,UNETR
s0029_hip_msk,0.81,0.98,3.32,0.4,TwoDPermuteConcat
s0029_hip_msk,0.82,0.95,3.0,0.4,UNet
s0029_hip_msk,0.75,1.25,4.69,0.31,OneDConcat
s0842_hip_msk,0.75,1.17,4.12,0.3,OneDConcat
s0842_hip_msk,0.84,0.78,2.83,0.51,SwinUNETR
s0842_hip_msk,0.78,1.09,4.24,0.35,UNETR
s0842_hip_msk,0.76,1.21,5.0,0.32,TLPredictor
s0842_hip_msk,0.81,1.01,3.0,0.42,MultiScale2DPermuteConcat
s0842_hip_msk,0.82,0.89,3.0,0.44,TwoDPermuteConcat
s0842_hip_msk,0.83,0.87,3.46,0.44,UNet
s0842_hip_msk,0.81,0.9,3.0,0.44,AttentionUnet
s0341_hip_msk,0.85,0.8,3.0,0.51,MultiScale2DPermuteConcat
s0341_hip_msk,0.83,0.96,3.0,0.45,TwoDPermuteConcat
s0341_hip_msk,0.84,0.91,3.16,0.44,UNet
s0341_hip_msk,0.81,0.96,5.0,0.37,TLPredictor
s0341_hip_msk,0.81,1.18,3.16,0.36,OneDConcat
s0341_hip_msk,0.83,0.86,3.61,0.48,AttentionUnet
s0341_hip_msk,0.81,1.05,3.46,0.42,UNETR
s0341_hip_msk,0.83,0.96,3.0,0.46,SwinUNETR
s0663_hip_msk,0.84,0.84,3.61,0.47,TLPredictor
s0663_hip_msk,0.87,0.65,2.83,0.56,TwoDPermuteConcat
s0663_hip_msk,0.87,0.61,2.24,0.6,AttentionUnet
s0663_hip_msk,0.86,0.69,2.83,0.55,MultiScale2DPermuteConcat
s0663_hip_msk,0.86,0.68,3.0,0.54,UNETR
s0663_hip_msk,0.83,0.83,3.16,0.45,OneDConcat
s0663_hip_msk,0.88,0.61,2.83,0.6,UNet
s0663_hip_msk,0.89,0.56,2.24,0.63,SwinUNETR
s0986_hip_msk,0.72,1.4,4.12,0.29,OneDConcat
s0986_hip_msk,0.79,1.0,3.61,0.41,AttentionUnet
s0986_hip_msk,0.81,1.01,3.16,0.43,SwinUNETR
s0986_hip_msk,0.82,0.92,3.32,0.46,MultiScale2DPermuteConcat
s0986_hip_msk,0.77,1.13,4.24,0.33,TLPredictor
s0986_hip_msk,0.77,1.09,3.74,0.38,TwoDPermuteConcat
s0986_hip_msk,0.8,1.06,3.74,0.38,UNet
s0986_hip_msk,0.74,1.38,4.12,0.3,UNETR
s0089_hip_msk,0.8,1.08,2.83,0.42,AttentionUnet
s0089_hip_msk,0.81,1.02,3.32,0.45,MultiScale2DPermuteConcat
s0089_hip_msk,0.74,1.3,3.74,0.34,OneDConcat
s0089_hip_msk,0.79,1.25,4.0,0.4,UNETR
s0089_hip_msk,0.83,0.83,2.83,0.48,TwoDPermuteConcat
s0089_hip_msk,0.84,0.98,2.45,0.48,SwinUNETR
s0089_hip_msk,0.73,1.43,4.24,0.3,TLPredictor
s0089_hip_msk,0.81,1.04,3.61,0.4,UNet
s0804_hip_msk,0.8,1.32,4.24,0.45,UNETR
s0804_hip_msk,0.84,0.8,3.16,0.5,MultiScale2DPermuteConcat
s0804_hip_msk,0.83,0.84,3.0,0.47,TwoDPermuteConcat
s0804_hip_msk,0.85,0.96,3.0,0.53,SwinUNETR
s0804_hip_msk,0.77,1.16,3.32,0.34,OneDConcat
s0804_hip_msk,0.83,0.78,3.74,0.47,AttentionUnet
s0804_hip_msk,0.83,1.33,4.0,0.48,UNet
s0804_hip_msk,0.79,1.05,3.46,0.37,TLPredictor
s0440_hip_msk,0.83,0.86,2.83,0.49,UNETR
s0440_hip_msk,0.85,0.81,2.45,0.56,SwinUNETR
s0440_hip_msk,0.85,0.74,3.0,0.56,AttentionUnet
s0440_hip_msk,0.84,0.84,2.83,0.49,UNet
s0440_hip_msk,0.79,1.06,3.61,0.39,OneDConcat
s0440_hip_msk,0.86,0.7,2.24,0.55,TwoDPermuteConcat
s0440_hip_msk,0.79,1.03,3.61,0.4,TLPredictor
s0440_hip_msk,0.87,0.65,2.45,0.59,MultiScale2DPermuteConcat
s1377_hip_msk,0.79,1.15,3.74,0.4,MultiScale2DPermuteConcat
s1377_hip_msk,0.83,0.89,3.0,0.49,TwoDPermuteConcat
s1377_hip_msk,0.84,1.01,2.45,0.49,SwinUNETR
s1377_hip_msk,0.79,1.12,4.12,0.37,UNETR
s1377_hip_msk,0.77,1.21,3.74,0.32,OneDConcat
s1377_hip_msk,0.8,1.11,3.46,0.4,UNet
s1377_hip_msk,0.75,1.31,4.12,0.31,TLPredictor
s1377_hip_msk,0.84,0.83,2.83,0.51,AttentionUnet
s0673_hip_msk,0.82,0.94,3.61,0.41,UNETR
s0673_hip_msk,0.81,1.01,3.61,0.37,OneDConcat
s0673_hip_msk,0.84,0.91,3.0,0.44,UNet
s0673_hip_msk,0.85,0.83,3.16,0.47,MultiScale2DPermuteConcat
s0673_hip_msk,0.76,1.27,4.0,0.28,TLPredictor
s0673_hip_msk,0.82,1.02,2.83,0.43,SwinUNETR
s0673_hip_msk,0.83,0.9,2.45,0.44,AttentionUnet
s0673_hip_msk,0.84,0.9,3.0,0.45,TwoDPermuteConcat
s0737_hip_msk,0.8,1.21,3.0,0.39,UNETR
s0737_hip_msk,0.75,1.21,4.12,0.31,OneDConcat
s0737_hip_msk,0.82,0.88,2.83,0.43,TwoDPermuteConcat
s0737_hip_msk,0.83,0.86,2.45,0.5,SwinUNETR
s0737_hip_msk,0.82,0.95,3.0,0.44,UNet
s0737_hip_msk,0.76,1.2,4.12,0.33,TLPredictor
s0737_hip_msk,0.82,0.96,3.0,0.41,MultiScale2DPermuteConcat
s0737_hip_msk,0.83,0.83,2.45,0.48,AttentionUnet
s1046_hip_msk,0.88,0.73,3.0,0.51,UNet
s1046_hip_msk,0.85,0.89,3.0,0.43,TwoDPermuteConcat
s1046_hip_msk,0.86,0.81,3.0,0.47,MultiScale2DPermuteConcat
s1046_hip_msk,0.87,0.76,2.24,0.51,AttentionUnet
s1046_hip_msk,0.85,0.92,3.0,0.43,UNETR
s1046_hip_msk,0.88,0.76,2.45,0.53,SwinUNETR
s1046_hip_msk,0.81,1.06,3.32,0.34,OneDConcat
s1046_hip_msk,0.82,1.06,3.74,0.36,TLPredictor
